date,avg_aqi,min_aqi,max_aqi,days,avg_pm25,avg_pm10
2016-04-22,183.28571428571428,98.0,305.0,7,75.83857142857143,147.40333333333334
2016-04-23,184.14285714285714,101.0,258.0,7,75.36142857142856,124.17333333333333
2016-04-24,223.83333333333334,134.0,282.0,6,82.33833333333332,156.01500000000001
2016-04-25,161.11822857142857,89.8276,287.0,7,70.96428571428571,135.4
2016-04-26,179.0,85.0,314.0,7,74.56428571428572,161.17999999999998
2016-04-27,246.28571428571428,115.0,500.0,7,100.17571428571429,181.36333333333334
2016-04-28,247.71428571428572,74.0,500.0,7,91.78571428571429,165.82666666666668
2016-04-29,221.28571428571428,88.0,392.0,7,100.08571428571429,175.48
2016-04-30,215.85714285714286,86.0,342.0,7,99.0442857142857,67.895
2016-05-01,224.85714285714286,87.0,346.0,7,93.7,85.585
2016-05-02,211.57142857142858,99.0,327.0,7,87.86,73.815
2016-05-03,204.28571428571428,80.0,346.0,7,89.31857142857143,145.16333333333333
2016-05-04,183.14285714285714,92.0,309.0,7,76.02857142857142,136.84333333333333
2016-05-05,161.71428571428572,67.0,280.0,7,63.51714285714286,97.51333333333334
2016-05-06,150.85714285714286,59.0,262.0,7,69.06571428571428,79.49666666666667
2016-05-07,163.28571428571428,67.0,233.0,7,75.97428571428573,110.42333333333333
2016-05-08,192.57142857142858,107.0,252.0,7,70.01,100.57000000000001
2016-05-09,157.57142857142858,95.0,225.0,7,61.79,95.17666666666666
2016-05-10,150.5,72.0,221.0,6,62.94,153.71333333333334
2016-05-11,137.0,90.0,215.0,6,60.07333333333333,81.69
2016-05-12,192.42857142857142,88.0,500.0,7,58.285714285714285,119.62333333333333
2016-05-13,166.83333333333334,86.0,310.0,6,68.55,126.34666666666665
2016-05-14,175.66666666666666,78.0,307.0,6,68.255,145.49666666666667
2016-05-15,173.5,65.0,325.0,6,65.56666666666666,163.75333333333333
2016-05-16,152.83333333333334,50.0,316.0,6,60.913333333333334,120.21333333333332
2016-05-17,150.83333333333334,74.0,302.0,6,61.97,119.37333333333333
2016-05-18,158.66666666666666,47.0,318.0,6,64.90833333333333,126.75333333333333
2016-05-19,142.16666666666666,46.0,300.0,6,55.050000000000004,105.83
2016-05-20,122.0,48.0,246.0,6,47.14333333333334,91.38333333333333
2016-05-21,116.0,35.0,255.0,6,52.663333333333334,115.82666666666667
2016-05-22,139.0,83.0,221.0,6,79.27499999999999,93.15666666666668
2016-05-23,158.5,93.0,252.0,6,59.91,94.24666666666667
2016-05-24,117.16666666666667,50.0,190.0,6,44.18333333333334,72.25
2016-05-25,126.0,37.0,256.0,6,69.3,113.62
2016-05-26,217.85714285714286,33.0,500.0,7,81.67833333333333,124.34000000000002
2016-05-27,209.28571428571428,38.0,381.0,7,126.64833333333335,159.00333333333333
2016-05-28,240.85714285714286,38.0,494.0,7,146.05666666666667,138.02666666666667
2016-05-29,172.14285714285714,27.0,329.0,7,38.348333333333336,88.42666666666668
2016-05-30,121.0,26.0,189.0,7,44.47571428571428,65.41499999999999
2016-05-31,132.71428571428572,47.0,225.0,7,57.76428571428572,123.115
2016-06-01,142.57142857142858,49.0,283.0,7,63.212857142857146,138.97
2016-06-02,169.57142857142858,43.0,330.0,7,67.78571428571429,160.04
2016-06-03,237.66666666666666,29.0,442.0,6,100.054,165.165
2016-06-04,253.16666666666666,30.0,500.0,6,82.494,151.65
2016-06-05,141.66666666666666,33.0,256.0,6,57.836,99.33
2016-06-06,178.5,26.0,500.0,6,69.386,115.01499999999999
2016-06-07,254.0,23.0,500.0,6,58.234,86.245
2016-06-08,211.33333333333334,20.0,500.0,6,63.42,81.63
2016-06-09,266.3333333333333,106.0,500.0,6,75.876,104.095
2016-06-10,217.0,20.0,500.0,6,66.838,129.85500000000002
2016-06-11,212.5,20.0,500.0,6,63.746,123.63000000000001
2016-06-12,138.0,23.0,279.0,5,65.78,148.23
2016-06-13,234.33333333333334,26.0,500.0,6,84.692,178.35000000000002
2016-06-14,255.42857142857142,23.0,500.0,7,51.083333333333336,110.55499999999999
2016-06-15,203.57142857142858,26.0,500.0,7,130.83666666666667,184.39000000000001
2016-06-16,277.2857142857143,40.0,737.0,7,141.39000000000001,68.245
2016-06-17,194.28571428571428,28.0,500.0,7,50.48142857142857,84.285
2016-06-18,183.42857142857142,67.0,500.0,7,56.11857142857143,111.63499999999999
2016-06-19,165.0,100.0,308.0,7,81.74428571428572,103.48500000000001
2016-06-20,157.71428571428572,89.0,217.0,7,55.651428571428575,78.405
2016-06-21,141.14285714285714,71.0,244.0,7,66.91285714285713,124.735
2016-06-22,127.0,77.0,187.0,6,39.565,61.875
2016-06-23,113.66666666666667,49.0,228.0,6,45.905,57.17
2016-06-24,134.83333333333334,46.0,284.0,6,43.14000000000001,177.305
2016-06-25,159.33333333333334,80.0,310.0,3,48.75333333333333,175.26
2016-06-26,246.5,90.0,500.0,4,60.575,86.63
2016-06-27,276.7142857142857,33.0,500.0,7,51.07714285714286,80.69
2016-06-28,154.14285714285714,75.0,272.0,7,75.14714285714285,65.09
2016-06-29,145.57142857142858,47.0,253.0,7,52.85,42.765
2016-06-30,131.42857142857142,59.0,256.0,7,53.924285714285716,76.08500000000001
2016-07-01,205.23125,82.85,500.0,8,39.9225,76.98666666666666
2016-07-02,138.0,81.0,213.0,7,39.74142857142857,53.275000000000006
2016-07-03,149.57142857142858,81.0,238.0,7,40.82857142857143,62.89
2016-07-04,204.28571428571428,86.0,500.0,7,62.28000000000001,94.05
2016-07-05,209.205,68.64,500.0,8,57.91875,95.81666666666666
2016-07-06,126.06485,37.0,210.0,8,61.01875,87.67
2016-07-07,189.0,81.0,500.0,8,38.175,66.23
2016-07-08,157.5,43.0,500.0,8,49.464285714285715,80.41666666666667
2016-07-09,206.375,65.0,500.0,8,37.90571428571429,72.22666666666667
2016-07-10,150.625,30.0,500.0,8,42.915,61.25333333333334
2016-07-11,190.0,40.0,500.0,8,87.92714285714285,65.45
2016-07-12,154.85714285714286,54.0,495.0,7,69.645,61.17666666666667
2016-07-13,249.22222222222223,41.0,500.0,9,42.375,65.02666666666666
2016-07-14,308.0,42.0,1842.0,9,46.375,68.88333333333334
2016-07-15,100.0,54.0,164.0,9,40.05625,76.91333333333334
2016-07-16,143.33333333333334,61.0,500.0,9,41.48,63.166666666666664
2016-07-17,156.66666666666666,70.0,500.0,9,40.25625,58.42333333333334
2016-07-18,96.66666666666667,62.0,145.0,9,58.114444444444445,67.89
2016-07-19,170.88888888888889,36.0,499.0,9,37.18555555555556,90.80000000000001
2016-07-20,167.06666666666666,42.6,557.0,9,35.38444444444444,111.96
2016-07-21,105.76764444444444,44.5,280.0,9,43.556666666666665,106.74666666666667
2016-07-22,257.0397111111111,78.195,500.0,9,43.70777777777778,107.01333333333332
2016-07-23,102.0,62.0,163.0,9,31.3625,73.25666666666666
2016-07-24,332.46113333333335,54.0,500.0,9,37.4,114.185
2016-07-25,182.1410888888889,63.0,500.0,9,37.58888888888889,111.49333333333334
2016-07-26,209.88888888888889,56.0,500.0,9,35.84111111111111,87.83
2016-07-27,154.88888888888889,36.0,500.0,9,34.04222222222222,62.445
2016-07-28,138.77777777777777,36.0,468.0,9,32.91555555555556,78.21333333333332
2016-07-29,176.33333333333334,46.0,776.0,9,35.114444444444445,68.52333333333333
2016-07-30,179.55555555555554,45.0,805.0,9,30.712222222222223,63.336666666666666
2016-07-31,163.66666666666666,37.0,705.0,9,33.11333333333333,92.49666666666667
2016-08-01,223.55555555555554,54.0,740.0,9,30.175555555555555,61.57
2016-08-02,213.875,33.0,751.0,8,55.21125,64.96
2016-08-03,264.55555555555554,53.0,798.0,9,28.79555555555556,62.96
2016-08-04,135.44444444444446,52.0,494.0,9,28.582222222222224,63.663333333333334
2016-08-05,163.33333333333334,46.0,500.0,9,34.245,65.21333333333332
2016-08-06,86.0,22.0,153.0,7,35.90428571428571,83.34
2016-08-07,165.66666666666666,70.0,500.0,6,30.45,80.69999999999999
2016-08-08,190.0,60.0,500.0,7,41.905,70.94
2016-08-09,197.0,86.0,500.0,7,35.46666666666667,62.1425
2016-08-10,162.5,84.0,300.0,6,34.699999999999996,63.35
2016-08-11,213.70977777777776,61.388000000000005,500.0,9,22.436666666666667,51.34
2016-08-12,121.66666666666667,46.0,316.0,9,46.29333333333333,96.13999999999999
2016-08-13,153.0,37.0,296.0,8,38.17125,99.785
2016-08-14,125.25,38.0,240.0,8,46.69625,90.25999999999999
2016-08-15,136.375,49.0,256.0,8,34.9925,108.72000000000001
2016-08-16,176.625,60.0,460.0,8,71.405,127.12333333333333
2016-08-17,174.0,68.0,341.0,8,35.44625,144.37
2016-08-18,123.0,68.0,219.0,8,37.42,99.32333333333334
2016-08-19,108.375,53.0,174.0,8,38.7175,91.01333333333334
2016-08-20,114.5,51.0,252.0,8,48.0625,68.90666666666668
2016-08-21,145.85714285714286,66.0,283.0,7,37.26,61.71333333333333
2016-08-22,159.625,45.0,500.0,8,35.735,73.30333333333333
2016-08-23,100.875,49.0,189.0,8,36.49875,86.92
2016-08-24,112.25,49.0,204.0,8,37.8175,78.75333333333333
2016-08-25,106.625,46.0,207.0,8,40.495,86.44333333333333
2016-08-26,115.0,62.0,218.0,8,41.32125,83.22333333333334
2016-08-27,113.25,66.0,243.0,8,35.87375,65.1
2016-08-28,113.0,48.0,224.0,8,33.86,87.29333333333334
2016-08-29,129.875,47.0,247.0,8,56.042500000000004,94.41000000000001
2016-08-30,155.125,57.0,318.0,8,35.03875,52.82333333333333
2016-08-31,119.28571428571429,49.0,234.0,7,35.18714285714286,55.29333333333333
2016-09-01,154.61888888888888,46.57,500.0,9,27.423333333333332,51.6775
2016-09-02,116.44444444444444,55.0,222.0,9,32.71888888888889,71.605
2016-09-03,124.875,68.0,241.0,8,33.2675,92.535
2016-09-04,132.0,49.0,262.0,8,38.78875,112.0275
2016-09-05,180.31428888888888,55.0,500.0,9,36.62444444444444,116.37
2016-09-06,154.66666666666666,59.0,329.0,9,38.24333333333333,131.37
2016-09-07,161.375,60.0,291.0,8,46.85875,120.27000000000001
2016-09-08,155.625,55.0,300.0,8,51.08625,127.71000000000001
2016-09-09,201.69451111111113,68.0,500.0,9,49.9525,132.205
2016-09-10,142.0,54.0,240.0,9,50.13444444444444,109.89750000000001
2016-09-11,125.77777777777777,55.0,214.0,9,41.88333333333333,92.5825
2016-09-12,118.55555555555556,59.0,190.0,9,38.6425,97.69
2016-09-13,116.44444444444444,60.0,250.0,9,36.25,82.775
2016-09-14,109.66666666666667,55.0,280.0,9,32.79777777777778,64.235
2016-09-15,157.22222222222223,70.0,306.0,9,43.31666666666666,76.1375
2016-09-16,153.125,59.0,249.0,8,44.54875,78.5425
2016-09-17,177.49333333333334,21.44,500.0,9,42.71111111111111,95.265
2016-09-18,147.0,62.0,266.0,7,53.08,114.94333333333333
2016-09-19,141.60375,24.83,372.0,8,43.433749999999996,77.77749999999999
2016-09-20,230.39,46.12,500.0,8,71.52125000000001,63.447500000000005
2016-09-21,227.22222222222223,40.0,500.0,9,46.81777777777778,56.5575
2016-09-22,142.77777777777777,44.0,434.0,9,26.98,45.34
2016-09-23,112.33333333333333,34.0,267.0,9,31.58888888888889,68.2875
2016-09-24,101.52444444444444,21.72,216.0,9,31.831111111111113,72.8775
2016-09-25,121.11111111111111,54.0,212.0,9,40.333333333333336,89.2975
2016-09-26,161.77777777777777,48.0,500.0,9,39.77333333333333,111.97749999999999
2016-09-27,117.22222222222223,66.0,222.0,9,39.507777777777775,98.5875
2016-09-28,121.33333333333333,70.0,216.0,9,60.14777777777778,141.16
2016-09-29,139.44444444444446,75.0,289.0,9,53.378888888888895,114.2925
2016-09-30,141.55555555555554,70.0,225.0,9,59.28222222222222,124.7875
2016-10-01,144.33333333333334,70.0,312.0,9,53.46666666666667,109.22
2016-10-02,140.75,55.0,298.0,8,87.36714285714287,106.60000000000001
2016-10-03,219.66666666666666,72.0,500.0,9,65.205,119.925
2016-10-04,152.0,47.0,351.0,8,72.43375,128.48250000000002
2016-10-05,181.5,73.0,500.0,8,56.58875,94.58000000000001
2016-10-06,196.77777777777777,56.0,500.0,9,67.39333333333333,114.4475
2016-10-07,163.77777777777777,63.0,311.0,9,63.03555555555555,137.895
2016-10-08,172.55555555555554,55.0,408.0,9,68.23666666666666,137.2125
2016-10-09,162.125,65.0,416.0,8,59.39875,133.8375
2016-10-10,201.91093333333333,79.0,500.0,9,64.14777777777778,137.5275
2016-10-11,224.25,66.0,500.0,8,67.81375,160.61333333333332
2016-10-12,207.125,75.0,405.0,8,92.6775,164.33333333333334
2016-10-13,222.68091111111113,104.0,371.0,9,71.36222222222221,142.2775
2016-10-14,196.11111111111111,69.0,375.0,9,82.08333333333333,163.87666666666667
2016-10-15,222.75,58.0,400.0,8,95.97,207.97000000000003
2016-10-16,238.57142857142858,73.0,507.0,7,90.27571428571427,191.94999999999996
2016-10-17,254.70468888888888,85.0,500.0,9,95.9111111111111,184.64
2016-10-18,253.33333333333334,97.0,500.0,9,97.61,184.9675
2016-10-19,208.66666666666666,85.0,428.0,9,86.21333333333334,184.615
2016-10-20,213.33333333333334,75.0,425.0,9,89.68222222222222,190.4975
2016-10-21,241.55555555555554,102.0,496.0,9,91.74777777777778,217.73
2016-10-22,228.55555555555554,104.0,472.0,9,87.53,211.82
2016-10-23,214.55555555555554,91.0,470.0,9,100.76375,191.7225
2016-10-24,212.0,95.0,454.0,9,91.92555555555555,189.7225
2016-10-25,229.625,114.0,396.0,8,96.82000000000001,181.54250000000002
2016-10-26,242.5,107.0,413.0,8,115.00999999999999,183.20250000000001
2016-10-27,269.75,104.0,558.0,8,123.6125,218.9375
2016-10-28,328.3333333333333,116.0,570.0,9,172.63,200.715
2016-10-29,304.0,91.0,554.0,9,179.73222222222222,208.61
2016-10-30,296.1111111111111,76.0,522.0,9,174.22666666666666,207.46749999999997
2016-10-31,349.8888888888889,88.0,721.0,9,227.5977777777778,199.45250000000001
2016-11-01,294.22222222222223,51.0,550.0,9,172.9622222222222,245.76999999999998
2016-11-02,282.8888888888889,57.0,593.0,9,199.2711111111111,250.44750000000002
2016-11-03,295.55555555555554,67.0,708.0,9,178.64777777777778,186.57000000000002
2016-11-04,244.0,55.0,480.0,9,136.61222222222221,181.29000000000002
2016-11-05,281.875,56.0,603.0,8,244.59625000000003,254.56
2016-11-06,347.375,83.0,684.0,8,259.68625000000003,243.8075
2016-11-07,327.875,78.0,716.0,8,227.78125,213.3475
2016-11-08,292.0,94.0,604.0,8,188.77625,198.2975
2016-11-09,289.875,95.0,568.0,8,192.42499999999998,186.1175
2016-11-10,296.375,112.0,500.0,8,152.48375,200.63
2016-11-11,279.125,114.0,514.0,8,163.92624999999998,208.515
2016-11-12,267.75,122.0,491.0,8,132.9525,190.7575
2016-11-13,229.0,99.0,469.0,8,104.35375,182.35750000000002
2016-11-14,202.0,44.0,404.0,8,94.37,141.35750000000002
2016-11-15,190.75,38.0,379.0,8,104.34875,166.345
2016-11-16,232.75,81.0,428.0,8,126.20625,183.09
2016-11-17,260.25,104.0,504.0,8,146.66,192.5675
2016-11-18,248.75,101.0,512.0,8,132.60375,190.98250000000002
2016-11-19,261.75,86.0,494.0,8,149.8975,208.38
2016-11-20,256.625,95.0,487.0,8,159.25375,184.69333333333336
2016-11-21,258.625,105.0,474.0,8,163.95375,204.5725
2016-11-22,257.5,98.0,471.0,8,146.70125,182.51999999999998
2016-11-23,268.375,112.0,432.0,8,116.115,204.38250000000002
2016-11-24,265.875,108.0,397.0,8,147.56625,207.3675
2016-11-25,258.25,109.0,402.0,8,126.3725,190.435
2016-11-26,231.0,109.0,422.0,8,113.3975,169.04250000000002
2016-11-27,244.5,106.0,460.0,8,140.4375,177.315
2016-11-28,225.625,105.0,482.0,8,129.77125,174.6775
2016-11-29,271.75,113.0,525.0,8,185.78875,220.785
2016-11-30,296.625,100.0,538.0,8,161.95375,200.82750000000001
2016-12-01,262.875,103.0,418.0,8,145.32875,204.60000000000002
2016-12-02,250.75,93.0,474.0,8,134.5725,170.6825
2016-12-03,213.42857142857142,67.0,419.0,7,111.03571428571429,173.0425
2016-12-04,249.25,81.0,500.0,8,153.03875,187.65
2016-12-05,256.0,68.0,421.0,8,139.6275,189.8975
2016-12-06,265.5,101.0,419.0,8,158.51000000000002,207.73499999999999
2016-12-07,257.5,78.0,472.0,8,146.22875,175.5925
2016-12-08,236.5,85.0,422.0,8,117.575,171.42
2016-12-09,254.0,123.0,443.0,8,146.42875,211.895
2016-12-10,257.5,75.0,423.0,8,141.625,148.4975
2016-12-11,244.875,104.0,431.0,8,117.12125,156.45499999999998
2016-12-12,241.0,103.0,418.0,8,129.65125,168.26999999999998
2016-12-13,298.42857142857144,105.0,413.0,7,162.6042857142857,209.14333333333332
2016-12-14,274.42857142857144,82.0,500.0,7,137.56571428571428,170.66500000000002
2016-12-15,242.0,93.0,390.0,7,125.13714285714286,174.6775
2016-12-16,273.7142857142857,119.0,408.0,7,152.16428571428574,197.725
2016-12-17,296.2857142857143,103.0,500.0,7,168.46142857142857,198.44
2016-12-18,283.14285714285717,90.0,472.0,7,178.05428571428573,191.6825
2016-12-19,269.7142857142857,97.0,443.0,7,147.99714285714285,197.93
2016-12-20,253.42857142857142,93.0,377.0,7,135.90571428571428,160.2625
2016-12-21,250.42857142857142,74.0,500.0,7,140.74571428571429,146.605
2016-12-22,277.2857142857143,75.0,568.0,7,188.52285714285716,193.69
2016-12-23,317.7142857142857,100.0,530.0,7,211.84714285714287,239.97
2016-12-24,325.7142857142857,104.0,576.0,7,232.48285714285717,243.54749999999999
2016-12-25,309.0,106.0,565.0,7,194.45428571428573,174.1275
2016-12-26,300.87042857142853,104.0,500.0,7,152.31285714285715,164.065
2016-12-27,254.71428571428572,90.0,389.0,7,146.10714285714286,176.895
2016-12-28,295.57142857142856,84.0,483.0,7,183.92285714285714,197.8825
2016-12-29,298.2857142857143,76.0,524.0,7,186.30714285714288,210.32
2016-12-30,306.25,93.0,500.0,8,142.92375,175.54
2016-12-31,247.5,106.0,394.0,8,125.39,176.255
2017-01-01,232.75,88.0,385.0,8,120.35125,176.485
2017-01-02,252.375,64.0,500.0,8,154.35500000000002,175.87
2017-01-03,246.25,74.0,446.0,8,139.69125,182.6225
2017-01-04,257.625,68.0,490.0,8,148.4375,189.535
2017-01-05,251.125,85.0,409.0,8,142.64249999999998,183.8625
2017-01-06,266.25,88.0,409.0,8,140.0825,170.315
2017-01-07,238.375,106.0,374.0,8,117.32,125.99
2017-01-08,222.625,95.0,366.0,8,120.41624999999999,134.1475
2017-01-09,226.75,87.0,396.0,8,119.2775,144.8625
2017-01-10,258.875,98.0,406.0,8,135.21125,143.3475
2017-01-11,237.75,102.0,365.0,8,106.49249999999999,180.695
2017-01-12,270.75,107.0,431.0,8,145.43,220.965
2017-01-13,307.375,91.0,472.0,8,169.91625,203.0
2017-01-14,284.625,78.0,531.0,8,182.6175,181.95333333333335
2017-01-15,263.375,71.0,461.0,8,155.34125,175.3133333333333
2017-01-16,268.75,66.0,455.0,8,154.55,165.6175
2017-01-17,249.625,94.0,419.0,8,135.82875,141.1675
2017-01-18,267.5,117.0,520.0,8,165.875,141.05
2017-01-19,251.75,76.0,445.0,8,134.945,136.535
2017-01-20,230.125,85.0,362.0,8,110.61875,145.35750000000002
2017-01-21,255.75,86.0,500.0,8,135.76625,147.115
2017-01-22,259.875,78.0,500.0,8,158.44714285714286,174.31
2017-01-23,259.5,111.0,500.0,8,114.23875,167.18
2017-01-24,235.25,100.0,375.0,8,134.53625,189.9725
2017-01-25,271.125,101.0,450.0,8,154.51,187.0825
2017-01-26,245.71428571428572,104.0,416.0,7,117.92571428571429,128.1175
2017-01-27,233.875,68.0,500.0,8,77.84375,93.5825
2017-01-28,174.875,44.0,248.0,8,66.00125,126.715
2017-01-29,176.75,51.0,260.0,8,77.44125,124.5775
2017-01-30,217.25,58.0,335.0,8,106.6625,157.155
2017-01-31,233.5,70.0,370.0,8,131.2325,166.9725
2017-02-01,243.625,101.0,369.0,8,105.67375,142.57999999999998
2017-02-02,255.5,89.0,500.0,8,136.39,178.785
2017-02-03,281.0,81.0,443.0,8,155.36625,200.79
2017-02-04,292.125,105.0,419.0,8,134.19750000000002,212.10333333333332
2017-02-05,269.875,149.0,442.0,8,116.5175,198.26333333333332
2017-02-06,265.75,118.0,443.0,8,121.34625,207.2
2017-02-07,233.375,137.0,336.0,8,87.77125,167.7575
2017-02-08,232.5,178.0,330.0,8,107.365,189.285
2017-02-09,270.5,69.0,500.0,8,112.64874999999999,183.1875
2017-02-10,222.71428571428572,77.0,338.0,7,94.86285714285714,160.3125
2017-02-11,217.71428571428572,109.0,332.0,7,95.22714285714285,167.65666666666667
2017-02-12,203.14285714285714,78.0,359.0,7,111.8457142857143,141.54
2017-02-13,197.44542857142855,59.0,368.0,7,94.94714285714285,137.0175
2017-02-14,203.71428571428572,71.0,346.0,7,99.24714285714286,166.6575
2017-02-15,214.0,83.0,382.0,7,104.90714285714286,194.0325
2017-02-16,229.85714285714286,83.0,352.0,7,115.32857142857142,200.325
2017-02-17,232.0,95.0,378.0,7,106.10142857142857,206.5475
2017-02-18,217.57142857142858,96.0,388.0,7,101.52428571428571,205.315
2017-02-19,207.85714285714286,92.0,371.0,7,95.57857142857142,195.2
2017-02-20,212.0,90.0,313.0,7,88.58285714285714,204.655
2017-02-21,196.28571428571428,88.0,356.0,7,79.23571428571428,171.9225
2017-02-22,187.14285714285714,92.0,276.0,7,75.6557142857143,166.3475
2017-02-23,205.375,76.0,500.0,8,80.78,141.8175
2017-02-24,187.14285714285714,80.0,449.0,7,115.12142857142858,117.3075
2017-02-25,236.85714285714286,69.0,516.0,7,116.26285714285714,122.10249999999999
2017-02-26,197.71428571428572,65.0,520.0,7,103.67428571428572,143.2625
2017-02-27,169.79583333333335,22.366666666666667,363.0,8,79.5025,127.98600000000002
2017-02-28,224.77777777777777,52.0,500.0,9,81.86888888888888,156.98
2017-03-01,238.44444444444446,31.0,500.0,9,88.48777777777778,163.52
2017-03-02,203.77777777777777,75.0,342.0,9,91.09333333333332,148.026
2017-03-03,172.66666666666666,98.0,254.0,9,61.72888888888888,113.082
2017-03-04,150.77777777777777,57.0,241.0,9,66.86888888888888,106.83800000000001
2017-03-05,138.66666666666666,52.0,325.0,9,55.534444444444446,96.702
2017-03-06,136.77777777777777,54.0,248.0,9,57.287777777777784,107.80999999999999
2017-03-07,146.55555555555554,59.0,247.0,9,68.84777777777778,116.168
2017-03-08,178.77777777777777,71.0,321.0,9,79.94111111111111,104.694
2017-03-09,168.22222222222223,59.0,321.0,9,76.96444444444444,103.15799999999999
2017-03-10,139.77777777777777,62.0,356.0,9,74.49222222222221,74.532
2017-03-11,134.55555555555554,56.0,348.0,9,44.51888888888889,79.066
2017-03-12,104.66666666666667,55.0,190.0,9,49.82555555555555,103.59
2017-03-13,107.0,52.0,174.0,8,55.935,127.074
2017-03-14,180.66666666666666,43.0,500.0,9,61.00444444444444,130.664
2017-03-15,158.33333333333334,44.0,397.0,9,61.01444444444444,118.492
2017-03-16,246.33333333333334,54.0,500.0,9,94.55000000000001,123.73400000000001
2017-03-17,235.55555555555554,97.0,500.0,9,83.35222222222222,138.752
2017-03-18,189.55555555555554,87.0,346.0,9,75.06444444444445,147.834
2017-03-19,191.11111111111111,95.0,342.0,9,90.03666666666668,170.796
2017-03-20,212.88888888888889,87.0,367.0,9,78.63777777777779,165.972
2017-03-21,184.44444444444446,59.0,400.0,9,75.86333333333333,165.84
2017-03-22,191.77777777777777,57.0,390.0,9,83.95333333333333,173.554
2017-03-23,207.44444444444446,65.0,417.0,9,92.36222222222221,157.924
2017-03-24,212.22222222222223,72.0,359.0,9,106.1588888888889,143.372
2017-03-25,167.875,90.0,329.0,8,73.64999999999999,138.80599999999998
2017-03-26,250.375,84.0,500.0,8,77.2125,147.4125
2017-03-27,188.07000000000002,74.0,500.0,9,76.4011111111111,132.33599999999998
2017-03-28,193.41682222222224,82.0,335.0,9,94.91111111111111,144.66199999999998
2017-03-29,193.77777777777777,61.0,350.0,9,79.38555555555556,133.52
2017-03-30,168.33333333333334,71.0,325.0,9,63.40111111111111,112.30799999999999
2017-03-31,163.0,57.0,299.0,9,71.24,136.344
2017-04-01,190.44444444444446,45.0,341.0,9,72.06333333333333,127.776
2017-04-02,158.77777777777777,30.0,267.0,9,60.025555555555556,119.62
2017-04-03,157.55555555555554,71.0,272.0,9,66.30000000000001,117.694
2017-04-04,173.88888888888889,75.0,299.0,9,63.53111111111112,117.94000000000001
2017-04-05,132.33333333333334,60.0,255.0,9,48.28888888888889,108.154
2017-04-06,126.375,80.0,211.0,8,61.79125,141.835
2017-04-07,218.0,65.0,456.0,8,113.805,210.5075
2017-04-08,195.24740740740742,56.226666666666674,497.0,9,76.89333333333333,169.516
2017-04-09,176.33333333333334,44.0,304.0,9,68.47777777777777,115.826
2017-04-10,198.20084444444444,57.0,500.0,9,94.7011111111111,131.804
2017-04-11,215.66666666666666,66.0,439.0,9,101.0988888888889,145.058
2017-04-12,194.25,63.0,395.0,8,92.49625,234.595
2017-04-13,210.5,83.0,377.0,8,103.87875,178.185
2017-04-14,214.57142857142858,61.0,418.0,7,94.77857142857144,165.10250000000002
2017-04-15,185.14285714285714,49.0,355.0,7,89.16714285714285,158.4425
2017-04-16,195.85714285714286,53.0,416.0,7,85.94428571428571,182.8125
2017-04-17,197.28571428571428,82.0,403.0,7,95.8442857142857,197.8425
2017-04-18,243.42857142857142,77.0,415.0,7,119.41142857142857,200.9675
2017-04-19,232.0,92.0,412.0,7,98.09142857142857,173.31
2017-04-20,253.125,65.0,500.0,8,93.16,138.88799999999998
2017-04-21,194.5076,75.0,357.0,8,94.9542857142857,180.33800000000002
2017-04-22,214.42857142857142,64.0,449.0,7,125.30333333333334,155.86
2017-04-23,208.0,50.0,411.0,7,91.54666666666667,157.5675
2017-04-24,235.25,59.0,500.0,8,75.74000000000001,213.35333333333332
2017-04-25,159.75,42.0,272.0,8,71.56714285714285,190.375
2017-04-26,170.0,46.0,313.0,8,68.10571428571428,197.845
2017-04-27,191.5,43.0,360.0,8,95.78,207.04250000000002
2017-04-28,179.5,43.0,387.0,8,81.02,149.70749999999998
2017-04-29,174.5,45.0,328.0,8,74.87285714285714,166.44
2017-04-30,151.875,43.0,302.0,8,47.784285714285716,129.2075
2017-05-01,112.625,41.0,226.0,8,50.73142857142857,112.5725
2017-05-02,200.375,60.0,500.0,8,79.24857142857142,138.46200000000002
2017-05-03,185.0,58.0,419.0,8,90.28857142857143,146.638
2017-05-04,184.25,62.0,363.0,8,87.21428571428571,143.36599999999999
2017-05-05,208.625,76.0,455.0,8,122.19714285714285,170.776
2017-05-06,208.75,67.0,435.0,8,144.8114285714286,170.51
2017-05-07,218.625,74.0,468.0,8,129.98714285714286,153.144
2017-05-08,204.25,72.0,442.0,8,207.24857142857144,150.352
2017-05-09,182.75,69.0,400.0,8,77.91000000000001,155.132
2017-05-10,206.875,41.0,500.0,8,179.85714285714286,137.998
2017-05-11,201.125,53.0,539.0,8,140.32857142857142,142.73
2017-05-12,235.25,67.0,474.0,8,130.91857142857143,164.502
2017-05-13,210.125,70.0,479.0,8,104.47285714285715,171.09
2017-05-14,202.375,94.0,373.0,8,113.27,164.952
2017-05-15,212.625,52.0,460.0,8,90.45,154.9
2017-05-16,195.5,56.0,349.0,8,99.39285714285714,145.648
2017-05-17,190.625,67.0,500.0,8,59.11571428571428,129.78400000000002
2017-05-18,140.42857142857142,70.0,262.0,7,83.04333333333334,142.274
2017-05-19,221.25,64.0,500.0,8,91.08857142857143,147.972
2017-05-20,212.375,50.0,500.0,8,99.71857142857142,209.272
2017-05-21,190.85714285714286,59.0,505.0,7,80.265,201.405
